Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
8587084,"The Scorch Trials (Maze Runner, #2)",James Dashner,"Dashner, James",,"=""""","=""""",5,3.91,Delacorte Press,Kindle Edition,368,2010,2010,2012/03/21,2012/03/11,read-science-fiction,read-science-fiction (#13),read,,,,1,,,0,,,,,
19103030,"The Shadow Throne (The Shadow Campaigns, #2)",Django Wexler,"Wexler, Django",,"=""""","=""""",4,4.12,Roc,Kindle Edition,528,2014,2014,2014/09/22,2014/09/14,"read-fantasy, year-2014","read-fantasy (#27), year-2014 (#16)",read,,,,1,,,0,,,,,
18191856,The Penitent Damned (The Shadow Campaigns #0.5),Django Wexler,"Wexler, Django",,"=""""","=""""",3,3.76,,ebook,20,2013,2013,2014/07/22,2014/05/05,"read-fantasy, year-2014","read-fantasy (#24), year-2014 (#8)",read,,,,1,,,0,,,,,
8141065,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,"Flanagan, John",,"=""""","=""""",4,4.34,Puffin,Kindle Edition,316,2009,2006,2012/06/24,2012/06/11,read-fantasy,read-fantasy (#17),read,,,,1,,,0,,,,,
18626858,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",5,4.32,Scholastic Press,Kindle Edition,387,2009,2008,2011/08/16,2011/11/06,read-science-fiction,read-science-fiction (#19),read,,,,1,,,0,,,,,
18726080,The Andromeda Strain,Michael Crichton,"Crichton, Michael",,"=""""","=""""",3,3.90,Vintage,Kindle Edition,306,2012,1969,2010/09/18,2011/11/06,read-science-fiction,read-science-fiction (#6),read,,,,1,,,0,,,,,
6392944,"The Murder on the Links (Hercule Poirot, #2)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",4,3.86,,Kindle Edition,272,,1923,2014/11/15,2014/11/08,"year-2014, read-classics","year-2014 (#22), read-classics (#16)",read,,,,1,,,0,,,,,
22614969,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,"Eddings, David",,"=""""","=""""",3,4.13,Harper Voyager,Kindle Edition,274,2012,1982,2011/07/01,2011/11/06,read-fantasy,read-fantasy (#7),read,,,,1,,,0,,,,,
15845385,Zen e a Arte do Tiro com Arco,Eugen Herrigel,"Herrigel, Eugen","D.T. Suzuki, Patricia Lara","=""""","=""9789723712506""",3,3.98,Assírio & Alvim,Paperback,96,2007,1948,2012/02/14,2012/02/09,read-culture-nf,read-culture-nf (#29),read,,,,1,,,1,,,unspecified,,
9521239,An Idiot Abroad,Karl Pilkington,"Pilkington, Karl","Ricky Gervais, Stephen Merchant","=""""","=""""",3,3.84,,Kindle Edition,296,,2010,2012/08/19,2011/11/06,read-culture-nf,read-culture-nf (#7),read,,,,1,,,0,,,,,
6562877,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,"Bryson, Bill",,"=""""","=""""",3,3.89,Broadway,Kindle Edition,306,2008,1999,2014/11/01,2014/10/02,"read-culture-nf, year-2014","read-culture-nf (#4), year-2014 (#18)",read,,,,1,,,0,,,,,
18889300,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",4,4.41,Disney Hyperion,Kindle Edition,502,2014,2014,2015/01/10,2015/01/10,"read-fantasy, year-2015","read-fantasy (#94), year-2015 (#2)",read,,,,1,,,0,,,,,
5970105,"The Color of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,3.98,HarperCollins,Kindle Edition,287,2007,1983,2011/12/03,2011/11/20,read-fantasy,read-fantasy (#11),read,,,,1,,,0,,,,,
11550149,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",4,4.42, Disney Hyperion,Kindle Edition,513,2011,2011,2011/10/18,2015/06/11,read-fantasy,read-fantasy (#105),read,,,,1,,,0,,,,,
11980633,"Path of Destruction (Star Wars: Darth Bane, #1)",Drew Karpyshyn,"Karpyshyn, Drew",,"=""""","=""""",4,4.30,,Kindle Edition,419,2011,,2009/01/01,2012/05/07,read-science-fiction,read-science-fiction (#10),read,,,,1,,,0,,,,,
20451917,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""1473200156""","=""9781473200159""",4,4.30,Gollancz,Hardcover,338,2014,1992,2014/05/26,2014/05/13,"read-fantasy, year-2014","read-fantasy (#52), year-2014 (#10)",read,,,,1,,,1,,,unspecified,,
18966322,"Mitosis (The Reckoners, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0449818438""","=""9780449818435""",3,3.86,Delacorte Press,ebook,55,2013,2013,2015/01/07,2015/01/07,"read-fantasy, year-2015","read-fantasy (#93), year-2015 (#1)",read,,,,1,,,0,,,,,
18490810,"Sharpe E a Batalha de Trafalgar (Sharpe, #4)",Bernard Cornwell,"Cornwell, Bernard",,"=""""","=""9789727312573""",3,4.10,Planeta Editora,Paperback,355,2010,2000,2011/06/01,2011/11/06,read-historical,read-historical (#5),read,,,,1,,,1,,,unspecified,,
18368822,"Sin City: Aquele Sacana Amarelo (Sin City, #4)",Frank Miller,"Miller, Frank",,"=""9895591225""","=""9789895591220""",4,4.23,Devir,Paperback,216,2005,1996,2009/01/01,2011/11/07,read-comics,read-comics (#8),read,,,,1,,,1,,,unspecified,,
17850562,In the Shadow of Yavin,Brian Wood,"Wood, Brian",Carlos D'Anda,"=""1616551704""","=""9781616551704""",3,3.76,Dark Horse Comics,Paperback,148,2013,2013,2014/11/01,2014/10/14,"read-comics, year-2014","read-comics (#17), year-2014 (#19)",read,,,,1,,,1,,,unspecified,,
16114550,Monstros de Outro Planeta,Bill Watterson,"Watterson, Bill",,"=""9726622964""","=""9789726622963""",5,4.62,Gradiva,Paperback,128,2000,1990,2005/01/01,2011/11/07,read-comics,read-comics (#13),read,,,,1,,,1,,,unspecified,,
15819028,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,"Wecker, Helene",,"=""0062110837""","=""9780062110831""",5,4.08,Harper,Hardcover,486,2013,2013,2014/12/07,2014/11/15,"read-fantasy, year-2014","read-fantasy (#90), year-2014 (#23)",read,,,,1,,,0,,,,,
15736709,"The Manhattan Projects, Vol. 1: Science. Bad.",Jonathan Hickman,"Hickman, Jonathan","Nick Pitarra, Jordie Bellaire, Rus Wooton","=""1607066084""","=""9781607066088""",3,3.88,Image Comics,Paperback,144,2012,2012,2014/12/13,2014/10/20,"read-comics, year-2014","read-comics (#20), year-2014 (#31)",read,,,,1,,,1,,,unspecified,,
13489652,Tolkien: Uma Biografia,Michael  White,"White, Michael",,"=""8531208157""","=""9788531208157""",4,3.90,Imago,Paperback,308,2002,2001,2009/01/01,2011/11/07,read-culture-nf,read-culture-nf (#19),read,,,,1,,,1,,,unspecified,,
13477160,O Segundo Livro da Ignorância Geral,John Lloyd,"Lloyd, John",John Mitchinson,"=""9720043571""","=""9789720043573""",4,3.92,Ideias de Ler,Paperback,280,2011,2010,2014/05/04,2011/12/28,"read-culture-nf, year-2014","read-culture-nf (#1), year-2014 (#1)",read,,,,1,,,1,,,unspecified,,
13448795,"O 7º Papiro (Antigo Egipto, #2)",Wilbur Smith,"Smith, Wilbur",,"=""""","=""9789725685860""",4,4.13,Ulisseia,Paperback,498,2007,1995,2010/01/01,2011/11/07,read-historical,read-historical (#2),read,,,,1,,,1,,,unspecified,,
13422727,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""0553801473""","=""9780553801477""",5,4.32,Bantam,Hardcover,1016,2011,2011,2012/01/13,2011/11/06,read-fantasy,read-fantasy (#28),read,,,,1,,,1,,,unspecified,,
12893183,"Herança (Ciclo da Herança, #4)",Christopher Paolini,"Paolini, Christopher",Leonor Marques,"=""9895579128""","=""9789895579129""",5,4.09,Edições Asa,Paperback,851,2011,2011,2011/11/15,2011/11/11,read-fantasy,read-fantasy (#33),read,,,,1,,,1,,,unspecified,,
12854500,Vinte Mil Léguas Submarinas,Jules Verne,"Verne, Jules",Gaspar Borges de Avelar,"=""""","=""9789722522922""",3,3.89,11 X 17,Mass Market Paperback,574,2011,1869,2012/07/09,2012/02/10,read-classics,read-classics (#8),read,,,,1,,,1,,,unspecified,,
12391086,A Toupeira (The Karla Trilogy #1),John le Carré,"Carré, John le",J. Teixeira de Aguilar,"=""9722046454""","=""9789722046459""",3,4.03,Publicações Dom Quixote,Paperback,417,2011,1974,2012/06/20,2012/06/11,read-broad-fiction,read-broad-fiction (#12),read,,,,1,,,1,,,unspecified,,
11808304,Star Wars. Episódio I: A Ameaça Fantasma,Terry Brooks,"Brooks, Terry",,"=""9721046825""","=""""",3,3.59,"Publicações Europa-América, LDA.",Paperback,287,1999,1999,2007/01/01,2011/11/07,read-science-fiction,read-science-fiction (#9),read,,,,1,,,1,,,unspecified,,
11523429,A Place Called Freedom,Ken Follett,"Follett, Ken",,"=""0330544438""","=""9780330544436""",4,3.97,Pan Publishing,Paperback,564,2011,1995,2005/05/01,2014/05/13,read-broad-fiction,read-broad-fiction (#15),read,,,,1,,,0,,,,,
11489393,"Hard Contact (Star Wars: Republic Commando, #1)",Karen Traviss,"Traviss, Karen",,"=""030779590X""","=""9780307795908""",4,4.23,Del Rey,ebook,304,2011,2004,2012/07/18,2012/05/07,read-science-fiction,read-science-fiction (#15),read,,,,1,,,0,,,,,
11266451,"Eu, Robot ",Isaac Asimov,"Asimov, Isaac","Eduardo Saló, José Teixeira de Aguilar, Mário Redondo","=""9721054410""","=""""",3,4.20,Publicações Europa-América,Paperback,216,2004,1950,2006/01/01,2011/11/07,read-science-fiction,read-science-fiction (#8),read,,,,1,,,1,,,unspecified,,
7858265,África Acima,Gonçalo Cadilhe,"Cadilhe, Gonçalo",,"=""989555267X""","=""9789895552672""",3,3.96,Oficina do Livro,Paperback,202,2007,2007,2009/11/17,2011/11/06,read-culture-nf,read-culture-nf (#10),read,,,,1,,,0,,,,,
7692125,1 KM de Cada Vez,Gonçalo Cadilhe,"Cadilhe, Gonçalo",,"=""9895554869""","=""9789895554867""",2,3.76,Oficina do Livro,Paperback,193,2009,2009,2011/01/01,2011/11/06,read-culture-nf,read-culture-nf (#9),read,,,,1,,,0,,,,,
7571897,O Indispensável de Calvin & Hobbes,Bill Watterson,"Watterson, Bill",,"=""9726626439""","=""9789726626435""",5,4.68,Gradiva Publicações,Paperback,256,1998,1992,2007/01/01,2011/11/07,read-comics,read-comics (#12),read,,,,1,,,1,,,unspecified,,
7268245,Wikinomics: A Nova Economia das Multidões Inteligentes,Don Tapscott,"Tapscott, Don",Anthony D. Williams,"=""9789896280""","=""""",1,3.74,Quidnovi,Paperback,372,2008,2006,2008/01/01,2011/11/07,read-culture-nf,read-culture-nf (#14),read,,,,1,,,1,,,unspecified,,
7136336,"Os Reinos do Norte (Mundos Paralelos, #1)",Philip Pullman,"Pullman, Philip",Maria do Rosário Monteiro,"=""9722328263""","=""9789722328265""",3,3.99,Editorial Presença,Paperback,368,2001,1995,2007/09/01,2011/11/06,read-fantasy,read-fantasy (#4),read,,,,1,,,0,,,,,
6877044,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""071399990X""","=""9780713999907""",3,3.99,Allen Lane,Hardcover,270,2009,2009,2010/05/16,2011/11/06,read-culture-nf,read-culture-nf (#11),read,,,,1,,,1,,,unspecified,,
6972216,Señores del Olimpo,Javier Negrete,"Negrete, Javier",,"=""844507640X""","=""9788445076408""",3,3.97,Minotauro,Paperback,503,2007,2006,2015/04/07,2015/04/03,"year-2015, read-fantasy, language-español","year-2015 (#10), read-fantasy (#98), language-español (#4)",read,,,,1,,,1,,,unspecified,,
6759486,Planisfério Pessoal,Gonçalo Cadilhe,"Cadilhe, Gonçalo",,"=""9895551037""","=""9789895551033""",4,4.24,Oficina do Livro,Paperback,291,2008,2006,2009/01/01,2011/11/06,read-culture-nf,read-culture-nf (#8),read,,,,1,,,0,,,,,
6573355,Around the World in Eighty Days,Jules Verne,"Verne, Jules",,"=""014062368X""","=""9780140623680""",5,3.94,Penguin Books,Paperback,245,1994,1872,2010/05/29,2011/11/06,read-classics,read-classics (#3),read,,,,1,,,1,,,unspecified,,
6422455,Nos Bastidores de Hollywood,Mário Augusto,"Augusto, Mário",,"=""""","=""9789728820411""",4,3.26,Prime Books,Paperback,244,2005,2005,2007/01/01,2011/11/07,read-culture-nf,read-culture-nf (#15),read,,,,1,,,1,,,unspecified,,
6399936,Breve História de Quase Tudo,Bill Bryson,"Bryson, Bill",Daniela García,"=""9722519204""","=""9789722519205""",5,4.19,Bertrand Editora,Paperback,496,2009,2003,2009/12/08,2011/11/06,read-culture-nf,read-culture-nf (#6),read,,,,1,,,1,,,unspecified,,
6392750,Voo Final,Ken Follett,"Follett, Ken",,"=""9722341146""","=""9789722341141""",3,3.92,Editorial Presença,Paperback,368,2009,2002,2011/12/19,2011/11/22,read-historical,read-historical (#9),read,,,,1,,,1,,,unspecified,,
6347377,"A Torre dos Anjos (Mundos Paralelos, #2)",Philip Pullman,"Pullman, Philip",,"=""9722330586""","=""9789722330589""",4,4.13,Editorial Presença,Capa Mole,277,2003,1997,2007/10/01,2011/11/06,read-fantasy,read-fantasy (#3),read,,,,1,,,1,,,unspecified,,
6347392,"O Telescópio de Âmbar (Mundos Paralelos, #3)",Philip Pullman,"Pullman, Philip",,"=""9722330608""","=""9789722330602""",4,4.08,Editorial Presença,Capa Mole,444,2003,2000,2007/11/01,2011/11/06,read-fantasy,read-fantasy (#66),read,,,,1,,,1,,,unspecified,,
6343867,"O Portão de Ptolomeu (Bartimaeus Trilogy, #3)",Jonathan Stroud,"Stroud, Jonathan",,"=""9722336258""","=""9789722336253""",4,4.26,Editorial Presença,Paperback,427,2006,2005,2005/03/01,2011/11/06,read-fantasy,read-fantasy (#64),read,,,,1,,,1,,,unspecified,,
6343856,"O Olho de Golem  (Bartimaeus Trilogy, #2)",Jonathan Stroud,"Stroud, Jonathan",,"=""9722333038""","=""9789722333030""",4,4.08,Editorial Presença,Paperback,460,2005,2004,2005/02/01,2011/11/06,read-fantasy,read-fantasy (#65),read,,,,1,,,1,,,unspecified,,
6343846,"O Amuleto de Samarcanda (Bartimaeus Trilogy, #1)",Jonathan Stroud,"Stroud, Jonathan",,"=""9722331736""","=""9789722331739""",4,3.99,Editorial Presença,Paperback,377,2004,2003,2005/01/01,2011/11/06,read-fantasy,read-fantasy (#82),read,,,,1,,,1,,,unspecified,,
6340929,"Eldest (Ciclo da Herança, #2)",Christopher Paolini,"Paolini, Christopher","Vera Falcão Martins, Andrea Alves Silva","=""9895575521""","=""9789895575527""",3,3.99,Gailivro,Capa Mole,788,2005,2005,2007/09/01,2011/11/06,read-fantasy,read-fantasy (#61),read,,,,1,,,1,,,unspecified,,
6335563,Lobo Branco,David Gemmell,"Gemmell, David",Maria Georgina Segurado,"=""9722331906""","=""9789722331906""",4,4.28,Editorial Presença,Paperback,407,2004,2003,2008/01/01,2011/11/07,read-fantasy,read-fantasy (#71),read,,,,1,,,1,,,unspecified,,
6320187,"O Regresso do Rei (O Senhor dos Anéis, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Fernanda Pinto Rodrigues,"=""9721041548""","=""9789721041547""",5,4.53,Publicações Europa-América,Paperback,452,1998,1955,2002/02/01,2011/11/07,read-fantasy,read-fantasy (#88),read,,,,1,,,1,,,unspecified,,
6318127,"Aprendiz de Assassino (A Saga do Assassino, #1)",Robin Hobb,"Hobb, Robin",Orlando Moreira,"=""9896370648""","=""9789896370640""",2,4.15,Saída de Emergência,Paperback,382,2009,1995,2010/01/29,2011/11/06,read-fantasy,read-fantasy (#67),read,,,,1,,,1,,,unspecified,,
6006853,"A Essência da Lâmina (Crónicas de Allaryia, #4)",Filipe Faria,"Faria, Filipe",,"=""9722333631""","=""9789722333634""",3,3.71,Editorial Presença,Paperback,478,2005,2005,2005/01/01,2011/11/07,read-fantasy,read-fantasy (#68),read,,,,1,,,1,,,unspecified,,
6006835,"Marés Negras (Crónicas de Allaryia, #3)",Filipe Faria,"Faria, Filipe",,"=""9722331221""","=""9789722331227""",3,3.63,Editorial Presença ,Paperback,558,2003,2003,2004/03/01,2011/11/07,read-fantasy,read-fantasy (#85),read,,,,1,,,1,,,unspecified,,
6006827,"Os Filhos do Flagelo (Crónicas de Allaryia, #2)",Filipe Faria,"Faria, Filipe",,"=""9722329642""","=""9789722329644""",3,3.77,Editorial Presença ,Paperback,454,2002,2002,2004/02/01,2011/11/07,read-fantasy,read-fantasy (#84),read,,,,1,,,1,,,unspecified,,
4884848,"La sombra del viento (El cementerio de los libros olvidados, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""8408079549""","=""9788408079545""",5,4.27,Booket,Paperback,569,2008,2001,2015/06/20,2015/05/23,"year-2015, read-classics, language-español","year-2015 (#15), read-classics (#14), language-español (#5)",read,,,,1,,,1,,,unspecified,,
3653616,"Eragon (Ciclo da Herança, #1)",Christopher Paolini,"Paolini, Christopher",Andrea Alves Silva,"=""9895571518""","=""9789895571512""",4,3.91,Gailivro,Paperback,560,2004,2002,2005/07/01,2011/11/06,read-fantasy,read-fantasy (#60),read,,,,1,,,1,,,unspecified,,
3484705,"Harry Potter e o Cálice de Fogo (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Isabel Fraga, Isabel Nunes, Manuela Madureira","=""9722326805""","=""9789722326803""",5,4.56,Editorial Presença,Paperback,591,2000,2000,2002/01/01,2011/11/06,read-fantasy,read-fantasy (#81),read,,,,1,,,0,,,,,
3484606,"Harry Potter e a Pedra Filosofal (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Isabel Fraga,"=""9722325337""","=""9789722325332""",5,4.48,Editorial Presença,Paperback,255,1999,1997,2001/01/01,2011/11/06,read-fantasy,read-fantasy (#1),read,,,,1,,,1,,,unspecified,,
2936498,"Harry Potter e a Câmara dos Segredos (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Isabel Fraga,"=""9722325698""","=""9789722325691""",5,4.43,Editorial Presença,Paperback,280,2000,1998,2001/01/01,2011/11/06,read-fantasy,read-fantasy (#5),read,,,,1,,,0,,,,,
2734414,O Sétimo Selo (Tomás Noronha #3),José Rodrigues dos Santos,"Santos, José Rodrigues dos",,"=""9896162085""","=""9789896162085""",3,3.60,Gradiva,Paperback,502,2007,2007,2008/01/01,2011/11/06,read-broad-fiction,read-broad-fiction (#3),read,,,,1,,,0,,,,,
2398363,Boca do Inferno,Ricardo Araújo Pereira,"Pereira, Ricardo Araújo",,"=""9728955421""","=""9789728955427""",4,3.71,Tinta-da-china,Paperback,294,2007,2007,2010/01/01,2011/11/07,read-culture-nf,read-culture-nf (#16),read,,,,1,,,1,,,unspecified,,
1846072,The Lost Journal of Indiana Jones,Anthony Magnoli,"Magnoli, Anthony",,"=""1416563156""","=""9781416563150""",4,4.15,Gallery Books,Hardcover,160,2008,2008,2010/01/01,2011/11/07,read-broad-fiction,read-broad-fiction (#9),read,,,,1,,,1,,,unspecified,,
1661246,O Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Fernanda Pinto Rodrigues","=""9721043257""","=""9789721043251""",3,3.94,Publicações Europa-América,Paperback,392,2001,1977,2006/01/01,2011/11/07,read-fantasy,read-fantasy (#70),read,,,,1,,,1,,,unspecified,,
1420918,O Codex 632,José Rodrigues dos Santos,"Santos, José Rodrigues dos",,"=""9896160724""","=""9789896160722""",3,3.55,Gradiva,Paperback,550,2005,2005,2010/01/16,2011/11/06,read-broad-fiction,read-broad-fiction (#2),read,,,,1,,,0,,,,,
1267168,"Dragon Ball, Vol. 1",Akira Toriyama,"Toriyama, Akira",,"=""1569319200""","=""9781569319208""",3,4.44,VIZ Media LLC,Paperback,192,2003,1985,2009/05/01,2011/11/06,read-comics,read-comics (#6),read,,,,1,,,0,,,,,
1143953,The Chronicles of Narnia (#1-7),C.S. Lewis,"Lewis, C.S.",,"=""0061231053""","=""9780061231056""",3,4.26,HarperEntertainment,Paperback,766,2008,1956,2008/01/01,2011/11/21,read-fantasy,read-fantasy (#73),read,,,,1,,,1,,,unspecified,,
1267077,"Dragon Ball, Vol. 3: The Training of Kame-Sen'nin (Dragon Ball, #3)",Akira Toriyama,"Toriyama, Akira",,"=""1569319227""","=""9781569319222""",3,4.46,"VIZ Media, LLC",Paperback,192,2003,1986,2009/12/09,2011/11/06,read-comics,read-comics (#5),read,,,,1,,,1,,,unspecified,,
1267078,"Dragon Ball, Vol. 2: Wish Upon a Dragon (Dragon Ball, #2)",Akira Toriyama,"Toriyama, Akira",,"=""1569319219""","=""9781569319215""",3,4.46,"VIZ Media, LLC",Paperback,192,2003,1986,2009/12/08,2011/11/06,read-comics,read-comics (#4),read,,,,1,,,1,,,unspecified,,
992528,Isaac Newton,James Gleick,"Gleick, James",,"=""0007163185""","=""9780007163182""",4,3.73,Harper Perennial,Paperback,256,2004,2003,2015/03/22,2015/03/22,"year-2015, read-culture-nf","year-2015 (#9), read-culture-nf (#26)",read,,,,1,,,1,,,unspecified,,
1022022,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0060731338""","=""9780060731335""",4,3.98,William Morrow Paperbacks,Paperback,315,2009,2005,2009/01/01,2011/11/06,read-culture-nf,read-culture-nf (#12),read,,,,1,,,0,,,,,
820344,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""0747591067""","=""9780747591061""",5,4.62,Bloomsbury,Hardcover,607,2007,2007,2007/07/01,2011/11/06,read-fantasy,read-fantasy (#62),read,,,,1,,,1,,,unspecified,,
832554,Robinson Crusoe,Daniel Defoe,"Defoe, Daniel",,"=""014062015X""","=""9780140620153""",1,3.68,Penguin Books,Paperback,298,1994,1719,2010/04/22,2011/11/06,read-classics,read-classics (#4),read,,,,1,,,1,,,unspecified,,
599660,The Undercover Economist,Tim Harford,"Harford, Tim",,"=""0349119856""","=""9780349119854""",4,3.82,Abacus,Paperback,368,2007,2005,2009/01/01,2011/11/06,read-culture-nf,read-culture-nf (#13),read,,,,1,,,1,,,unspecified,,
618241,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind,"Goodkind, Terry",,"=""0812548051""","=""9780812548051""",3,4.11,Tor Books,Mass Market Paperback,836,1997,1994,2009/07/21,2011/11/06,read-fantasy,read-fantasy (#58),read,,,,1,,,1,,,unspecified,,
601293,"The Eagle's Conquest (Eagle, #2)",Simon Scarrow,"Scarrow, Simon",,"=""0747266301""","=""9780747266303""",4,4.18,Headline Book Publishing,Paperback,434,2005,2001,2006/01/01,2011/11/06,read-historical,read-historical (#7),read,,,,1,,,1,,,unspecified,,
477597,Poirot Investigates (Hercule Poirot #3),Agatha Christie,"Christie, Agatha",,"=""0007120702""","=""9780007120703""",3,4.00,Harper,Paperback,265,2001,1924,2014/12/31,2014/12/19,"year-2014, read-classics","year-2014 (#24), read-classics (#17)",read,,,,1,,,1,,,unspecified,,
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",3,4.37,DC Comics,Paperback,416,2005,1987,2008/01/01,2011/11/07,read-comics,read-comics (#10),read,,,,1,,,1,,,unspecified,,
392297,"The Hard Goodbye (Sin City, #1)",Frank Miller,"Miller, Frank",,"=""1593072937""","=""9781593072933""",4,4.16,Dark Horse,Paperback,208,2010,1991,2008/01/01,2011/11/07,read-comics,read-comics (#9),read,,,,1,,,1,,,unspecified,,
267426,"Legacy of the Force: Betrayal (Star Wars: Legacy of the Force, #1)",Aaron Allston,"Allston, Aaron",,"=""0099491168""","=""9780099491163""",3,3.87,Arrow,Paperback,496,2007,2006,2007/01/01,2011/11/07,read-science-fiction,read-science-fiction (#7),read,,,,1,,,1,,,unspecified,,
297627,"The League of Extraordinary Gentlemen, Vol. 1",Alan Moore,"Moore, Alan",Kevin    O'Neill,"=""1563898586""","=""9781563898587""",4,3.94,America's Best Comics,Paperback,192,2002,2000,2010/01/01,2011/11/07,read-comics,read-comics (#11),read,,,,1,,,1,,,unspecified,,
259053,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,"Chesterton, G.K.",Kingsley Amis,"=""0140183884""","=""9780140183887""",3,3.82,Penguin Classics,Paperback,192,1990,1908,2010/01/01,2011/11/07,read-broad-fiction,read-broad-fiction (#10),read,,,,1,,,1,,,unspecified,,
142309,"Bone, Vol. 7: Ghost Circles (Bone, #7)",Jeff Smith,"Smith, Jeff",,"=""1888963093""","=""9781888963090""",4,4.36,Cartoon Books,Paperback,184,2008,2001,2015/05/22,2015/05/16,"read-comics, year-2015","read-comics (#22), year-2015 (#14)",read,,,,1,,,1,,,unspecified,,
198332,"Inca Gold (Dirk Pitt, #12)",Clive Cussler,"Cussler, Clive",,"=""0743426800""","=""9780743426800""",2,3.99,Pocket Books,Paperback,592,2001,1994,2010/10/07,2011/11/06,read-broad-fiction,read-broad-fiction (#6),read,,,,1,,,0,,,,,
106125,"Bone, Vol. 3: Eyes of the Storm (Bone, #3)",Jeff Smith,"Smith, Jeff",Steve Hamaker,"=""0439706386""","=""9780439706384""",5,4.33,Graphix,Paperback,174,2006,1994,2014/01/06,2014/01/02,"read-comics, year-2014","read-comics (#14), year-2014 (#27)",read,,,,1,,,1,,,unspecified,,
106130,"Bone, Vol. 6: Old Man's Cave (Bone, #6)",Jeff Smith,"Smith, Jeff",,"=""1888963050""","=""9781888963052""",5,4.37,Cartoon Books,Paperback,128,1999,1997,2014/09/29,2014/09/28,"read-comics, year-2014","read-comics (#18), year-2014 (#17)",read,,,,1,,,1,,,unspecified,,
106124,"Bone, Vol. 4: The Dragonslayer (Bone, #4)",Jeff Smith,"Smith, Jeff",Steve Hamaker,"=""0439706378""","=""9780439706377""",5,4.34,Graphix,Paperback,168,2006,1996,2014/01/26,2014/01/26,"read-comics, year-2014","read-comics (#15), year-2014 (#29)",read,,,,1,,,1,,,unspecified,,
105864,"Powers, Vol. 1: Who Killed Retro Girl?",Brian Michael Bendis,"Bendis, Brian Michael",Michael Avon Oeming,"=""1582406693""","=""9781582406695""",4,3.98,Image Comics,Paperback,207,2006,2000,2015/01/27,2014/10/20,"read-comics, year-2015","read-comics (#19), year-2015 (#6)",read,,,,1,,,1,,,unspecified,,
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",5,4.18,Prestwick House,Paperback,76,2005,1895,2010/01/19,2011/11/06,read-classics,read-classics (#2),read,,,,1,,,1,,,unspecified,,
92144,"Bone, Vol. 5: Rock Jaw Master of the Eastern Border (Bone, #5)",Jeff Smith,"Smith, Jeff",Steve Hamaker,"=""043970636X""","=""9780439706360""",4,4.30,Graphix,Paperback,116,2007,1998,2014/05/29,2014/05/26,"read-comics, year-2014","read-comics (#16), year-2014 (#11)",read,,,,1,,,1,,,unspecified,,
66294,"Dragon Ball, Vol. 4: Strongest Under the Heavens (Dragon Ball, #4)",Akira Toriyama,"Toriyama, Akira",,"=""1569319235""","=""9781569319239""",3,4.47,"VIZ Media, LLC",Paperback,192,2003,1986,2015/02/19,2015/01/28,"year-2015, read-comics","year-2015 (#7), read-comics (#21)",read,,,,1,,,1,,,unspecified,,
